Product_Key,Product_Name,Category,Sub_Category,Brand,Unit_Price,Unit_Cost,Warranty_Months,Launch_Year,Product_Status
PRD-000224,Dell Bose QC Ultra,Accessories,Headset,Dell,1098.36,607.28,22,2022,Active
PRD-000225,Canon TP-Link Omada,Networking,Access Point,Canon,460.68,219.14,28,2023,Active
PRD-000226,Ubiquiti Sony WH-1000XM5,Accessories,Headset,Ubiquiti,1261.4,585.09,19,2021,Active
PRD-000227,Samsung Photo Paper,Office Supplies,Paper,Samsung,1254.9,673.22,24,2021,Active
PRD-000228,Lenovo Netgear Nighthawk,Networking,Router,Lenovo,1353.89,866.73,34,2024,Active
PRD-000229,Ubiquiti ErgoFlex Pro,Furniture,Chair,Ubiquiti,2048.86,1113.62,26,2020,Active
PRD-000230,Microsoft Parker Jotter,Office Supplies,Pen,Microsoft,2403.43,1304.87,20,2023,Active
PRD-000231,Logitech Adjustable Desk,Furniture,Desk,Logitech,1901.41,922.0,16,2021,Active
PRD-000232,Dell Executive Desk,Furniture,Desk,Dell,179.68,118.91,32,2022,Active
PRD-000233,Epson Acer Nitro XV,Electronics,Monitor,Epson,1327.39,684.82,14,2024,Active
PRD-000234,Logitech Netgear Smart Switch,Networking,Switch,Logitech,1589.8,911.15,34,2021,Active
PRD-000235,Steelcase ASUS RT-AX,Networking,Router,Steelcase,1365.51,918.69,17,2024,Active
PRD-000236,Samsung Executive Notebook,Office Supplies,Notebook,Samsung,228.31,142.35,35,2025,Active
PRD-000237,Logitech Logitech MX Keys,Accessories,Keyboard,Logitech,994.2,543.24,22,2020,Active
PRD-000238,Vertex ASUS RT-AX,Networking,Router,Vertex,1045.91,510.03,19,2023,Active
PRD-000239,Canon Pilot G2,Office Supplies,Pen,Canon,1190.22,674.95,32,2020,Active
PRD-000240,TP-Link LG UltraFine 32,Electronics,Monitor,TP-Link,2141.36,1372.58,20,2020,Active
PRD-000241,Lenovo Netgear Insight AP,Networking,Access Point,Lenovo,1628.1,774.83,36,2022,Active
PRD-000242,Dell TP-Link Easy Smart,Networking,Switch,Dell,2223.71,1070.0,14,2022,Active
PRD-000243,Epson Dell KB216,Accessories,Keyboard,Epson,1268.13,882.33,13,2024,Discontinued
PRD-000244,Steelcase Netgear Insight AP,Networking,Access Point,Steelcase,586.16,413.01,13,2022,Active
PRD-000245,Steelcase L-Shaped Workstation,Furniture,Desk,Steelcase,1665.59,887.35,15,2022,Discontinued
PRD-000246,Herman Miller TP-Link Easy Smart,Networking,Switch,Herman Miller,1745.05,1220.19,33,2024,Active
PRD-000247,Bose Logitech MX Keys,Accessories,Keyboard,Bose,1830.0,1315.7,27,2022,Active
PRD-000248,LG Jabra Evolve2 65,Accessories,Headset,LG,1039.21,568.14,26,2025,Discontinued
PRD-000249,Canon TP-Link Easy Smart,Networking,Switch,Canon,1931.62,1353.22,33,2024,Active
PRD-000250,ASUS Executive Mesh Chair,Furniture,Chair,ASUS,1624.15,787.03,36,2025,Active
PRD-000251,Lenovo Executive Desk,Furniture,Desk,Lenovo,855.16,448.18,31,2022,Active
PRD-000252,Bose Acer Nitro XV,Electronics,Monitor,Bose,1528.2,1133.19,30,2023,Active
PRD-000253,Herman Miller Canon imageCLASS,Electronics,Printer,Herman Miller,1200.61,573.48,13,2025,Active
PRD-000254,Bose Jabra Evolve2 65,Accessories,Headset,Bose,1412.42,902.91,14,2024,Active
PRD-000255,Lenovo Mobile Pedestal,Furniture,Cabinet,Lenovo,223.74,142.96,26,2020,Active
PRD-000256,Brother Netgear Nighthawk,Networking,Router,Brother,270.05,123.66,20,2025,Active
PRD-000257,Steelcase Standing Desk Pro,Furniture,Desk,Steelcase,208.99,101.51,29,2020,Active
PRD-000258,Sony ASUS ExpertBook B5,Electronics,Laptop,Sony,728.37,482.85,36,2021,Active
PRD-000259,Netgear Photo Paper,Office Supplies,Paper,Netgear,1490.84,861.69,24,2021,Active
PRD-000260,Dell Ubiquiti Switch,Networking,Switch,Dell,444.69,321.64,20,2024,Active
PRD-000261,ASUS Netgear Smart Switch,Networking,Switch,ASUS,1861.8,1307.91,14,2024,Discontinued
PRD-000262,Canon TP-Link Omada,Networking,Access Point,Canon,975.01,596.18,15,2025,Active
PRD-000263,Logitech TP-Link Omada,Networking,Access Point,Logitech,1509.09,773.25,27,2025,Active
PRD-000264,HP Canon imageCLASS,Electronics,Printer,HP,2349.1,1589.97,26,2025,Active
PRD-000265,LG D-Link DIR,Networking,Router,LG,342.81,242.27,29,2020,Active
PRD-000266,ASUS A4 Copy Paper,Office Supplies,Paper,ASUS,593.97,329.32,19,2021,Active
PRD-000267,Cisco Razer Pro Click,Accessories,Mouse,Cisco,1916.63,1072.73,24,2020,Discontinued
PRD-000268,Steelcase Dell KB216,Accessories,Keyboard,Steelcase,395.55,183.39,21,2025,Active
PRD-000269,Brother Executive Desk,Furniture,Desk,Brother,986.84,634.32,24,2021,Active
PRD-000270,Netgear Bose QC Ultra,Accessories,Headset,Netgear,1851.24,1230.08,33,2020,Active
PRD-000271,HP Cisco Catalyst,Networking,Switch,HP,1167.21,858.43,27,2024,Discontinued
PRD-000272,LG Spiral Notebook,Office Supplies,Notebook,LG,1403.76,903.22,14,2023,Active
PRD-000273,Herman Miller Microsoft Designer Keyboard,Accessories,Keyboard,Herman Miller,65.15,35.38,29,2022,Active
PRD-000274,HP Presentation Paper,Office Supplies,Paper,HP,701.86,408.89,14,2021,Active
PRD-000275,ASUS Meeting Notebook,Office Supplies,Notebook,ASUS,2267.21,1247.45,15,2022,Discontinued
PRD-000276,Canon Cisco Catalyst,Networking,Switch,Canon,373.94,254.77,27,2022,Active
PRD-000277,Vertex Pilot G2,Office Supplies,Pen,Vertex,1188.96,593.84,33,2025,Active
PRD-000278,Microsoft ASUS RT-AX,Networking,Router,Microsoft,2282.18,1552.64,36,2024,Active
PRD-000279,ASUS TP-Link Easy Smart,Networking,Switch,ASUS,239.7,165.58,32,2020,Active
PRD-000280,Samsung Cisco Meraki AP,Networking,Access Point,Samsung,549.1,302.84,31,2023,Active
PRD-000281,Logitech Cisco Meraki AP,Networking,Access Point,Logitech,1675.88,1002.04,22,2021,Active
PRD-000282,Lenovo Dell UltraSharp 27,Electronics,Monitor,Lenovo,807.46,448.77,29,2020,Discontinued
PRD-000283,TP-Link Cisco Business Router,Networking,Router,TP-Link,941.59,551.37,34,2020,Discontinued
PRD-000284,Epson Premium Printer Paper,Office Supplies,Paper,Epson,1379.61,667.71,34,2025,Active
PRD-000285,Dell Premium Printer Paper,Office Supplies,Paper,Dell,2196.61,1081.18,19,2025,Active
PRD-000286,Lenovo Steelcase Series 1,Furniture,Chair,Lenovo,2243.69,1457.66,26,2023,Active
PRD-000287,Samsung ErgoFlex Pro,Furniture,Chair,Samsung,219.38,157.85,20,2023,Active
PRD-000288,Samsung Executive Notebook,Office Supplies,Notebook,Samsung,870.48,492.0,32,2020,Active
PRD-000289,Dell HP EliteBook 840,Electronics,Laptop,Dell,1184.11,874.52,30,2020,Active
PRD-000290,Sony Epson EcoTank,Electronics,Printer,Sony,1076.16,742.29,27,2021,Active
PRD-000291,Cisco Epson EcoTank,Electronics,Printer,Cisco,945.01,549.86,35,2021,Discontinued
PRD-000292,Sony Cisco Meraki AP,Networking,Access Point,Sony,1010.15,637.79,26,2021,Active
PRD-000293,Sony TP-Link Easy Smart,Networking,Switch,Sony,27.52,17.07,29,2022,Discontinued
PRD-000294,TP-Link D-Link Managed Switch,Networking,Switch,TP-Link,1897.29,1065.78,14,2025,Discontinued
PRD-000295,Brother MacBook Pro 14,Electronics,Laptop,Brother,841.83,606.54,33,2022,Active
PRD-000296,Sony Dell KB216,Accessories,Keyboard,Sony,966.33,719.21,24,2024,Active
PRD-000297,Microsoft Acer Nitro XV,Electronics,Monitor,Microsoft,1500.81,1038.11,14,2021,Active
PRD-000298,Netgear Sony WH-1000XM5,Accessories,Headset,Netgear,1335.71,655.66,34,2024,Active
PRD-000299,Ubiquiti Spiral Notebook,Office Supplies,Notebook,Ubiquiti,2393.48,1454.63,29,2025,Active
PRD-000300,Dell Canon imageCLASS,Electronics,Printer,Dell,45.64,33.76,36,2023,Active
PRD-000301,Vertex Acer Nitro XV,Electronics,Monitor,Vertex,98.71,46.73,26,2024,Active
PRD-000302,Dell Razer Pro Click,Accessories,Mouse,Dell,456.02,281.56,19,2022,Active
PRD-000303,Samsung ASUS ExpertBook B5,Electronics,Laptop,Samsung,409.98,263.52,35,2025,Active
PRD-000304,Microsoft Cisco Catalyst,Networking,Switch,Microsoft,1396.82,778.17,30,2025,Discontinued
PRD-000305,Ubiquiti Logitech Zone,Accessories,Headset,Ubiquiti,147.15,100.29,22,2025,Active
PRD-000306,Epson HP Bluetooth Mouse,Accessories,Mouse,Epson,845.98,448.75,17,2021,Active
PRD-000307,ASUS Canon imageCLASS,Electronics,Printer,ASUS,348.94,227.45,35,2024,Discontinued
PRD-000308,Sony MacBook Pro 14,Electronics,Laptop,Sony,71.87,46.02,28,2021,Active
PRD-000309,LG Ubiquiti UniFi,Networking,Access Point,LG,189.28,134.86,36,2020,Active
PRD-000310,Sony D-Link Managed Switch,Networking,Switch,Sony,983.52,723.77,27,2023,Active
PRD-000311,TP-Link Dell KB216,Accessories,Keyboard,TP-Link,1376.08,974.42,33,2025,Discontinued
PRD-000312,TP-Link Razer Pro Click,Accessories,Mouse,TP-Link,102.73,58.15,32,2023,Active
PRD-000313,Logitech Pentel EnerGel,Office Supplies,Pen,Logitech,162.29,117.48,30,2020,Active
PRD-000314,Herman Miller Spiral Notebook,Office Supplies,Notebook,Herman Miller,2167.98,1359.07,27,2024,Active
PRD-000315,Epson A4 Copy Paper,Office Supplies,Paper,Epson,1980.94,1225.89,16,2021,Active
PRD-000316,Ubiquiti MacBook Pro 14,Electronics,Laptop,Ubiquiti,2005.02,915.1,32,2023,Active
PRD-000317,Cisco Wooden File Cabinet,Furniture,Cabinet,Cisco,2072.84,983.06,24,2022,Active
PRD-000318,Microsoft ErgoFlex Pro,Furniture,Chair,Microsoft,1783.02,1257.87,33,2022,Active
PRD-000319,LG Cisco Business Router,Networking,Router,LG,1933.73,1158.35,26,2021,Active
PRD-000320,LG HP Bluetooth Mouse,Accessories,Mouse,LG,1964.26,894.2,35,2025,Active
PRD-000321,Steelcase Netgear Insight AP,Networking,Access Point,Steelcase,465.32,247.94,29,2023,Discontinued
PRD-000322,Steelcase Poly Voyager,Accessories,Headset,Steelcase,1098.54,598.79,22,2023,Active
PRD-000323,Lenovo Photo Paper,Office Supplies,Paper,Lenovo,374.3,194.62,19,2024,Discontinued
PRD-000324,Bose Premium Printer Paper,Office Supplies,Paper,Bose,1283.28,833.28,12,2023,Active
PRD-000325,Sony Keychron K8,Accessories,Keyboard,Sony,1958.9,1458.44,31,2024,Active
PRD-000326,Epson Ubiquiti Switch,Networking,Switch,Epson,270.78,123.36,36,2022,Active
PRD-000327,Samsung Pentel EnerGel,Office Supplies,Pen,Samsung,922.83,575.27,13,2020,Active
PRD-000328,Epson Xerox VersaLink,Electronics,Printer,Epson,170.01,109.49,28,2024,Active
PRD-000329,Steelcase Pilot G2,Office Supplies,Pen,Steelcase,1043.45,584.0,24,2020,Active
PRD-000330,Microsoft Meeting Notebook,Office Supplies,Notebook,Microsoft,203.0,126.85,36,2023,Active
PRD-000331,Dell D-Link DIR,Networking,Router,Dell,1255.61,850.83,26,2023,Active
PRD-000332,Canon Executive Desk,Furniture,Desk,Canon,2152.4,1007.78,18,2021,Active
PRD-000333,Dell HP Bluetooth Mouse,Accessories,Mouse,Dell,623.68,368.12,35,2024,Active
PRD-000334,Dell ASUS RT-AX,Networking,Router,Dell,2405.98,1521.14,25,2025,Active
PRD-000335,Herman Miller Pentel EnerGel,Office Supplies,Pen,Herman Miller,2106.44,1048.61,33,2023,Active
PRD-000336,Sony Sony WH-1000XM5,Accessories,Headset,Sony,1072.67,637.32,26,2022,Active
PRD-000337,Logitech Luxor Gel Pen,Office Supplies,Pen,Logitech,330.1,237.75,12,2020,Active
PRD-000338,Brother Samsung ViewFinity,Electronics,Monitor,Brother,1696.41,1087.17,25,2021,Discontinued
PRD-000339,Netgear Photo Paper,Office Supplies,Paper,Netgear,1203.49,851.98,35,2022,Active
PRD-000340,Ubiquiti Cisco Meraki AP,Networking,Access Point,Ubiquiti,1819.72,1071.65,32,2023,Active
PRD-000341,Netgear D-Link Managed Switch,Networking,Switch,Netgear,1481.78,698.1,17,2023,Active
PRD-000342,Epson ThinkPad X1 Carbon,Electronics,Laptop,Epson,2110.64,1383.21,31,2020,Discontinued
PRD-000343,Lenovo Netgear Smart Switch,Networking,Switch,Lenovo,470.85,215.86,14,2025,Active
PRD-000344,ASUS Logitech Zone,Accessories,Headset,ASUS,339.97,248.39,21,2022,Active
PRD-000345,ASUS Cisco Meraki AP,Networking,Access Point,ASUS,817.69,416.54,17,2020,Active
PRD-000346,Herman Miller Microsoft Designer Keyboard,Accessories,Keyboard,Herman Miller,592.0,360.63,32,2025,Active
PRD-000347,Ubiquiti Cisco Catalyst,Networking,Switch,Ubiquiti,1668.36,1228.24,16,2023,Discontinued
PRD-000348,ASUS Metal Storage Cabinet,Furniture,Cabinet,ASUS,625.29,335.65,13,2021,Active
PRD-000349,Vertex Samsung ViewFinity,Electronics,Monitor,Vertex,2174.93,1374.11,25,2020,Active
PRD-000350,Netgear Logitech Zone,Accessories,Headset,Netgear,1742.46,1071.52,14,2020,Active
PRD-000351,Microsoft Archive Cabinet,Furniture,Cabinet,Microsoft,1899.57,1089.33,18,2021,Active
PRD-000352,Brother Logitech MX Keys,Accessories,Keyboard,Brother,57.74,39.19,26,2022,Active
PRD-000353,Ubiquiti Pentel EnerGel,Office Supplies,Pen,Ubiquiti,641.91,445.91,13,2020,Active
PRD-000354,Dell Parker Jotter,Office Supplies,Pen,Dell,1725.72,1214.22,29,2025,Active
PRD-000355,Microsoft Meeting Notebook,Office Supplies,Notebook,Microsoft,347.98,200.22,35,2024,Active
PRD-000356,Canon Dell UltraSharp 27,Electronics,Monitor,Canon,1175.73,559.81,33,2024,Discontinued
PRD-000357,Logitech Vertical File Cabinet,Furniture,Cabinet,Logitech,797.63,391.84,34,2021,Active
PRD-000358,Netgear Steelcase Series 1,Furniture,Chair,Netgear,1463.07,664.68,34,2025,Active
PRD-000359,Epson Uni-ball Eye,Office Supplies,Pen,Epson,667.08,313.03,15,2020,Active
PRD-000360,Vertex Compact Office Desk,Furniture,Desk,Vertex,1214.94,851.15,26,2022,Active
PRD-000361,Netgear Pilot G2,Office Supplies,Pen,Netgear,709.9,498.47,16,2023,Active
PRD-000362,Epson Logitech Zone,Accessories,Headset,Epson,508.45,274.64,28,2025,Discontinued
PRD-000363,Steelcase TP-Link Omada,Networking,Access Point,Steelcase,2027.35,1181.23,35,2021,Active
PRD-000364,Ubiquiti Hardcover Journal,Office Supplies,Notebook,Ubiquiti,1906.78,1071.93,25,2021,Active
PRD-000365,Netgear Bose QC Ultra,Accessories,Headset,Netgear,516.4,307.76,30,2025,Active
PRD-000366,Epson Premium Printer Paper,Office Supplies,Paper,Epson,344.26,166.34,21,2024,Active
PRD-000367,Herman Miller Ubiquiti UniFi,Networking,Access Point,Herman Miller,2221.49,1261.57,36,2025,Active
PRD-000368,Cisco Luxor Gel Pen,Office Supplies,Pen,Cisco,2005.16,1026.77,15,2022,Discontinued
PRD-000369,Steelcase HP Business Keyboard,Accessories,Keyboard,Steelcase,1688.01,943.48,30,2025,Active
PRD-000370,Brother Ubiquiti Switch,Networking,Switch,Brother,1058.3,515.94,12,2025,Active
PRD-000371,Cisco Pentel EnerGel,Office Supplies,Pen,Cisco,2302.73,1635.89,28,2023,Active
PRD-000372,Herman Miller Presentation Paper,Office Supplies,Paper,Herman Miller,898.37,615.2,14,2021,Active
PRD-000373,Herman Miller Logitech Zone,Accessories,Headset,Herman Miller,1480.13,1016.72,18,2022,Active
PRD-000374,ASUS D-Link DIR,Networking,Router,ASUS,542.21,260.24,30,2022,Active
PRD-000375,Steelcase Xerox VersaLink,Electronics,Printer,Steelcase,471.9,310.48,24,2020,Active
PRD-000376,ASUS Vertex Office Chair,Furniture,Chair,ASUS,1479.82,1057.94,29,2021,Active
PRD-000377,Epson ThinkPad X1 Carbon,Electronics,Laptop,Epson,501.27,281.66,21,2025,Active
PRD-000378,HP Mobile Pedestal,Furniture,Cabinet,HP,316.68,151.17,35,2022,Active
PRD-000379,Microsoft Mobile Pedestal,Furniture,Cabinet,Microsoft,2080.03,970.87,29,2021,Active
PRD-000380,Logitech Brother HL-L3270,Electronics,Printer,Logitech,1996.42,1132.25,27,2024,Active
PRD-000381,Cisco Meeting Notebook,Office Supplies,Notebook,Cisco,511.96,282.11,27,2020,Discontinued
PRD-000382,Herman Miller Archive Cabinet,Furniture,Cabinet,Herman Miller,1840.79,1340.97,29,2023,Active
PRD-000383,Steelcase Parker Jotter,Office Supplies,Pen,Steelcase,1274.81,614.39,27,2023,Active
PRD-000384,Canon D-Link DIR,Networking,Router,Canon,236.44,121.89,33,2020,Active
PRD-000385,Netgear Executive Notebook,Office Supplies,Notebook,Netgear,655.59,433.42,34,2020,Active
PRD-000386,Logitech ASUS ExpertBook B5,Electronics,Laptop,Logitech,566.1,347.79,32,2020,Active
PRD-000387,Samsung Vertical File Cabinet,Furniture,Cabinet,Samsung,1299.87,877.46,18,2025,Active
PRD-000388,Samsung Dell Latitude 7440,Electronics,Laptop,Samsung,852.61,583.49,18,2023,Active
PRD-000389,Herman Miller Archive Cabinet,Furniture,Cabinet,Herman Miller,2203.5,1257.03,13,2022,Active
PRD-000390,Netgear Recycled Paper,Office Supplies,Paper,Netgear,1037.38,518.82,35,2022,Active
PRD-000391,Herman Miller Brother HL-L3270,Electronics,Printer,Herman Miller,2348.67,1373.75,25,2023,Active
PRD-000392,Vertex Netgear Nighthawk,Networking,Router,Vertex,847.15,428.97,26,2021,Active
PRD-000393,Logitech Ubiquiti Switch,Networking,Switch,Logitech,2220.37,1351.06,17,2020,Active
PRD-000394,Vertex Samsung ViewFinity,Electronics,Monitor,Vertex,960.47,462.87,31,2023,Active
PRD-000395,Bose Meeting Notebook,Office Supplies,Notebook,Bose,1960.93,1124.18,29,2020,Active
PRD-000396,Canon A4 Copy Paper,Office Supplies,Paper,Canon,1449.89,1047.25,15,2020,Discontinued
PRD-000397,Samsung Bose QC Ultra,Accessories,Headset,Samsung,1708.49,1172.79,36,2021,Active
PRD-000398,Cisco Cisco Business Router,Networking,Router,Cisco,2263.37,1622.73,35,2022,Active
PRD-000399,Herman Miller Photo Paper,Office Supplies,Paper,Herman Miller,115.05,69.56,19,2020,Active
PRD-000400,LG ErgoFlex Pro,Furniture,Chair,LG,914.7,615.4,13,2025,Active
PRD-000401,Steelcase Luxor Gel Pen,Office Supplies,Pen,Steelcase,2396.34,1392.19,16,2025,Active
PRD-000402,ASUS Executive Desk,Furniture,Desk,ASUS,907.36,557.53,19,2025,Discontinued
PRD-000403,Lenovo TP-Link Archer,Networking,Router,Lenovo,1410.16,748.21,32,2020,Active
PRD-000404,Brother Pilot G2,Office Supplies,Pen,Brother,1680.31,849.67,20,2020,Discontinued
PRD-000405,Sony Photo Paper,Office Supplies,Paper,Sony,69.7,45.33,22,2020,Active
PRD-000406,HP Razer Pro Click,Accessories,Mouse,HP,2456.44,1321.85,19,2024,Active
PRD-000407,Epson HP EliteBook 840,Electronics,Laptop,Epson,2442.02,1516.72,29,2025,Active
PRD-000408,Microsoft Herman Miller Aeron,Furniture,Chair,Microsoft,1557.11,1060.17,33,2025,Active
PRD-000409,Logitech HP Business Keyboard,Accessories,Keyboard,Logitech,1121.69,713.5,21,2024,Active
PRD-000410,Herman Miller Ubiquiti UniFi,Networking,Access Point,Herman Miller,1754.31,1009.24,31,2024,Active
PRD-000411,Logitech Presentation Paper,Office Supplies,Paper,Logitech,1431.83,790.29,25,2020,Discontinued
PRD-000412,HP Microsoft Designer Keyboard,Accessories,Keyboard,HP,1016.44,621.05,35,2023,Discontinued
PRD-000413,Microsoft Photo Paper,Office Supplies,Paper,Microsoft,805.78,471.01,23,2021,Active
PRD-000414,Ubiquiti Microsoft Ergonomic Mouse,Accessories,Mouse,Ubiquiti,2469.65,1720.6,21,2021,Active
PRD-000415,Canon Archive Cabinet,Furniture,Cabinet,Canon,140.59,96.52,21,2024,Active
PRD-000416,Lenovo Vertical File Cabinet,Furniture,Cabinet,Lenovo,2102.77,1512.87,36,2023,Discontinued
PRD-000417,Sony Razer Pro Click,Accessories,Mouse,Sony,475.52,294.66,28,2025,Active
PRD-000418,Herman Miller Jabra Evolve2 65,Accessories,Headset,Herman Miller,2266.47,1189.08,22,2022,Active
PRD-000419,HP HP Bluetooth Mouse,Accessories,Mouse,HP,248.0,164.72,19,2023,Active
PRD-000420,Microsoft Poly Voyager,Accessories,Headset,Microsoft,2419.2,1499.96,18,2021,Active
PRD-000421,LG Archive Cabinet,Furniture,Cabinet,LG,1968.0,1462.08,32,2023,Active
PRD-000422,LG Microsoft Designer Keyboard,Accessories,Keyboard,LG,304.95,163.51,35,2021,Active
PRD-000423,Sony Cisco Catalyst,Networking,Switch,Sony,776.55,545.73,36,2021,Active
PRD-000424,Steelcase Executive Mesh Chair,Furniture,Chair,Steelcase,1139.75,802.33,35,2023,Active
PRD-000425,Microsoft Metal Storage Cabinet,Furniture,Cabinet,Microsoft,2472.65,1668.84,24,2020,Active
PRD-000426,Steelcase Meeting Notebook,Office Supplies,Notebook,Steelcase,1489.51,937.19,22,2020,Active
PRD-000427,HP Microsoft Ergonomic Mouse,Accessories,Mouse,HP,1332.98,631.85,19,2025,Active
PRD-000428,Microsoft Herman Miller Aeron,Furniture,Chair,Microsoft,82.19,41.87,16,2020,Discontinued
PRD-000429,Cisco Compact Office Desk,Furniture,Desk,Cisco,951.73,595.09,16,2023,Active
PRD-000430,Canon ASUS RT-AX,Networking,Router,Canon,1119.81,671.69,16,2020,Active
PRD-000431,Sony Meeting Notebook,Office Supplies,Notebook,Sony,2235.25,1537.6,21,2022,Active
PRD-000432,Samsung Vertex Office Chair,Furniture,Chair,Samsung,1620.41,779.09,25,2024,Active
PRD-000433,Dell Logitech Zone,Accessories,Headset,Dell,41.31,23.88,27,2021,Active
PRD-000434,ASUS Pentel EnerGel,Office Supplies,Pen,ASUS,2118.11,1428.51,26,2024,Active
PRD-000435,HP Vertical File Cabinet,Furniture,Cabinet,HP,1370.99,940.32,36,2024,Active
PRD-000436,ASUS Jabra Evolve2 65,Accessories,Headset,ASUS,1042.33,523.75,23,2022,Active
PRD-000437,Bose Meeting Notebook,Office Supplies,Notebook,Bose,287.34,173.98,25,2024,Active
PRD-000438,Sony Microsoft Designer Keyboard,Accessories,Keyboard,Sony,869.36,397.16,29,2025,Active
PRD-000439,Vertex Photo Paper,Office Supplies,Paper,Vertex,2292.69,1716.28,26,2024,Discontinued
PRD-000440,Cisco Aruba Instant On,Networking,Access Point,Cisco,1995.78,1163.06,21,2022,Active
PRD-000441,Epson Cisco Meraki AP,Networking,Access Point,Epson,2271.56,1521.52,26,2024,Active
PRD-000442,Steelcase Spiral Notebook,Office Supplies,Notebook,Steelcase,661.23,300.08,22,2020,Discontinued
PRD-000443,Netgear HP LaserJet Pro,Electronics,Printer,Netgear,1772.07,968.56,26,2025,Active
PRD-000444,TP-Link Aruba Instant On,Networking,Access Point,TP-Link,1093.48,614.77,28,2022,Active
PRD-000445,Sony Business Planner,Office Supplies,Notebook,Sony,2318.39,1197.42,28,2025,Discontinued
PRD-000446,Herman Miller TP-Link Omada,Networking,Access Point,Herman Miller,538.27,250.58,28,2023,Active
PRD-000447,Samsung Herman Miller Aeron,Furniture,Chair,Samsung,675.18,342.85,13,2025,Active
